Рыба хек жаренная,100,4 руб 03 коп,Вторые блюда,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Рис отварной,200,74 коп,Гарниры,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Картофельные дольки жареные,150,2 руб 10 коп,Гарниры,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Спагетти,150,1 руб,Гарниры,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Овощи припущенные,150,1 руб 88 коп,Гарниры,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Сырники из творога со сметаной,150/20,2 руб 02 коп,Сладкие блюда,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Компот из апельсинов,0.2,1 руб 18 коп,Напитки,10.05.2018,2018-05-10,Меню с 7-11 май.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",10.05.2018,2018-05-10,Меню с 7-11 май.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",10.05.2018,2018-05-10,Меню с 7-11 май.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",10.05.2018,2018-05-10,Меню с 7-11 май.xls
Салат из свежих огурцов,100,1 руб 80 коп,,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Салат ""Гавайский"" (мясо птицы,ананас,перец,майонез,грецкий орех,маслины,капуста пекинская,специи)",100,2 руб 47 коп,,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Салат из свеклы с чесноком и сыром,100,80 коп,,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Салат Столичный (мясо птицы,картофель,огурцы,яйца,майонез,специи)",100,1 руб 38 коп,,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Салат ""Папараць-кветка"" (говядина,ветчина,помидорогурцы,лук,майонез,специи)",100,2 руб 22 коп,,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Суп перловый с грибами и сметаной,250,1 руб 36 коп,Супы,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Щи зеленые со сметаной,250,1 руб 48 коп,Супы,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Шницель ""Полесский""",125,1 руб 74 коп,Вторые блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Куриная грудка в беконе ,140,4 руб 24 коп,Вторые блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Говядина , запеченная с помидорами и баклажанами",140,5 руб 09 коп,Вторые блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Свинина по-деревенски,100,3 руб 54 коп,Вторые блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Рыба хек жаренная в тесте,150,2 руб 95 коп,Вторые блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Капуста, тушенная с грибами",150,1 руб 92 коп,Гарниры,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Каша пшенная,200,86 коп,Гарниры,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Картофельное пюре,200,80 коп,Гарниры,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Брокколи,150,2 руб 10 коп,Гарниры,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Пудинг из творога,150,1 руб 78 коп,Сладкие блюда,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Напиток лимонный,0.2,65 коп,Напитки,11.05.2018,2018-05-11,Меню с 7-11 май.xls
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",11.05.2018,2018-05-11,Меню с 7-11 май.xls
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",11.05.2018,2018-05-11,Меню с 7-11 май.xls
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",11.05.2018,2018-05-11,Меню с 7-11 май.xls
