Food,Weight,Price,Type,Key,Date,File,SHA1
Шницель из свинины,100,4 руб 06 коп,Вторые блюда,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Филе хека с овощами,135,3 руб 60 коп,Вторые блюда,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Картофель отварной,200,1 руб 91 коп,Гарниры,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Гречка отварная,200,60 коп,Гарниры,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Рис""Светофор""",200,1 руб 22 коп,Гарниры,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Фасоль и мини морковь,150,2 руб 28 коп,Гарниры,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
хрен,25,45 коп,Соусы,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Соевый соус,15,43 коп,Соусы,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Сметана,25,33 коп,Соусы,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Сырники с джемом,150\20,1 руб 91 коп,Сладкие блюда,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Напиток клюквенный,0.2,94 коп,Напитки,07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Французская булочка с чесночной начиной,шт.,80 коп,"Хлеб, хлебобулочные изделия",07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",07.08.2019,2019-08-07,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат""Селянский""",100,1 руб 21 коп,,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Салат овощной с сыром,100,1 руб 27 коп,,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат ""Пряный""",100,1 руб 51 коп,,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат""Щедрая осень""",100,82 коп,,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Суп из птицы с овощами,250,1 руб 62 коп,Супы,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Суп перловый с грибами,250/20,1 руб 15 коп,Супы,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Суп-пюре из овощей,250,2 руб 51 коп,Супы,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Колбаса говяжья с грибами и луком,100,5 руб 65 коп,Вторые блюда,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Мясо по-французки,120,4 руб 24 коп,Вторые блюда,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Котлета""Папарать-Кветка""",105,2 руб 30 коп,Вторые блюда,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Фрикасе,200,3 руб 95 коп,Вторые блюда,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Рыба хек ,100,3 руб 87 коп,Вторые блюда,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Картофельное пюре,200,2 руб 10 коп,Гарниры,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Макароны отварные,150,90 коп,Гарниры,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Каша перловая,200,70 коп,Гарниры,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Овощи припущенные,150,2 руб 25 коп,Гарниры,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
хрен,25,45 коп,Соусы,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Соевый соус,15,43 коп,Соусы,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Сметана,25,33 коп,Соусы,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Слойка с яблоком,130,1 руб 58 коп,Сладкие блюда,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Компот из сухофруктов,0.2,69 коп,Напитки,08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Французская булочка с чесночной начинкой,шт.,70 коп,"Хлеб, хлебобулочные изделия",08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",08.08.2019 ,2019-08-08,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Рулетики из баклажанов,100,3 руб,,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Салат из свеклы с сыром,100,1 руб 08 коп,,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Салат из помидоров,огурцов и сл.перца",100,1 руб 49 коп,,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Салат из птицы с ветчиной,100,1 руб 89 коп,,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Суп""Польский""",250,1 руб 26 коп,Супы,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Борщ с курицей и сметаной,250/20,1 руб 67 коп,Супы,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Суп-пюре из шампиньонов,250,2 руб 22 коп,Супы,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Свинина с грибами,100,3 руб 94 коп,Вторые блюда,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Бедро птицы жареное,200,4 руб 48 коп,Вторые блюда,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Говядина отварная,100,5 руб 50 коп,Вторые блюда,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Котлета""Любимая""",115,2 руб 80 коп,Вторые блюда,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Рыба под маринадом,75\75,3 руб 51 коп,Вторые блюда,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Лапша,150,90 коп,Гарниры,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Каша пшенная,200,79 коп,Гарниры,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Рис отварной,200,84 коп,Гарниры,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Фасоль стручковая,150,2 руб 19 коп,Гарниры,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
хрен,25,45 коп,Соусы,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Соевый соус,15,43 коп,Соусы,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Сметана,25,33 коп,Соусы,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Пудинг из творога,150,2 руб 35 коп,Сладкие блюда,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Напиток лимонный,0.2,60 коп,Напитки,09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Французская булочка с чесночной начинкой,шт.,70 коп,"Хлеб, хлебобулочные изделия",09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",09.08.2019,2019-08-09,Меню с 05.08  по 09.08.xls,0a979b5cbf9aee06d046d2075885f8d78825499e
Яйца фаршированные грибами,1 шт/70,1 руб 27 коп,,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
"Салат""Свитанок""",100,2 руб 02 коп,,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Капуста маринованная,100,80 коп,,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Салат из свеклы с черносливом,100,1 руб 14 коп,,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Суп перловый с грибами и сметаной,250/20,1 руб 36 коп,Супы,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Суп-харчо,250,2 руб 23 коп,Супы,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Суп-пюре из бобовых,250,1 руб 70 коп,Супы,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Котлета с сыром и морковью,115,2 руб 65 коп,Вторые блюда,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Капрезе из грудки,140,4 руб 10 коп,Вторые блюда,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Гуляш из говядины,75/100,4 руб 26 коп,Вторые блюда,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Стейк из свинины,100,3 руб 70 коп,Вторые блюда,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Рыба жареная в белках,110,3 руб 81 коп,Вторые блюда,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Картофель отварной,200,1 руб 10 коп,Гарниры,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Каша перловая,200,70 коп,Гарниры,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Спагетти,150,90 коп,Гарниры,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Овощи тушеные,150,2 руб 09 коп,Гарниры,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
хрен,25,45 коп,Соусы,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Соевый соус,15,43 коп,Соусы,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Сметана,25,33 коп,Соусы,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Шарлотка с яблоками,150,1 руб 32 коп,Сладкие блюда,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Компот из яблок,0.2,60 коп,Напитки,08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",08.04.2019,2019-04-08,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
"Салат""Дружба""",100,99 коп,,09.04.2019,2019-04-09,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Салат из овощей с ветчиной,100,2 руб 09 коп,,09.04.2019,2019-04-09,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
"Салат""Туристский""",100,1 руб 15 коп,,09.04.2019,2019-04-09,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Салат из помидоров и огурцов,100,1 руб 46 коп,,09.04.2019,2019-04-09,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Щи из свежей капусты с курицей,250/20,1 руб 89 коп,Супы,09.04.2019,2019-04-09,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
"Суп""Польский""",250,1 руб 26 коп,Супы,09.04.2019,2019-04-09,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Суп-пюре из шампиньонов,250,2 руб 15 коп,Супы,09.04.2019,2019-04-09,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Бендерики с курицей,180,2 руб 95 коп,Вторые блюда,09.04.2019,2019-04-09,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Бифштекс с луком,80,2 руб 75 коп,Вторые блюда,09.04.2019,2019-04-09,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Говядина отварная,100,5 руб 49 коп,Вторые блюда,09.04.2019,2019-04-09,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
Свинина с грибами,100,3 руб 83 коп,Вторые блюда,09.04.2019,2019-04-09,Меню с 08-12 апреля.xls,4a2e270cc8752b845f6bd1ba50d9c0544e1c7c0e
